name,fingerprint,user_id,created_at
signup,8b86d4bea01c33febf52780bd8cb35df,9fcd0b0665b227ee34fa32c5c5ea142a,2009-12-14 01:03:49.713911 UTC
signup,e3b5735e7eef941495624dfbccc20698,4d3e88c75dd267dca259939547725857,2015-06-04 19:38:17.523316 UTC
signup,1156a5f4365f1b74a2e5c69f53c8a622,0ac8a8e666b7a7e07675aec1c5af7e77,2019-07-05 09:53:50.657324 UTC
signup,f5c32865891706c53adb93d98a0f856c,6ae6c82986cf582d15931f80b2ff9ec4,2016-09-11 23:47:47.926015 UTC
signup,f1900c2be95fc9dbca16d2e8c7d05533,070f5d4c4fc700ad6ec78d90a27f3a47,1970-06-27 16:35:09.942155 UTC
signup,52c56a333930ec1289359fdffa90a252,d20b8fc109f40f0c0aec3b583be2f7d3,2022-10-29 08:13:34.839107 UTC
signup,7fed4a168ebe6e98f3afbee534d69eb3,64e1f2cee224c0c0e0ee4bdf60030471,1993-02-23 13:56:04.055237 UTC
signup,3c4dfc6db1c36d7609fb9ed5e6905c48,8ac7c401697f112e9e6e0014aa147a6c,2015-10-03 02:41:59.229079 UTC
signup,e5e38d922b73766fa24697c28ca611d8,e491647bf010eb994452701816713698,1971-02-02 12:03:10.179817 UTC
signup,28859f06946c5ec7f06c5df8537670ac,5be63f248acf305e7cf7619921a23211,2000-10-20 01:23:34.317239 UTC
signup,29a4b20e53f18aecef024142ac09dc28,67ccf5647205c9ac1b6057a5f56ec720,1988-09-20 00:38:46.015683 UTC
signup,445fea6d38a1eb1e0e53683e6a2e594f,56f8423d0a5338b9aa4b7efb6e38fbbb,1984-10-08 01:14:59.643131 UTC
signup,fc81202053fa0b3aa25c12eaee791826,d04ceb604460dfe6034620d32ab4673c,2020-01-21 15:42:44.661810 UTC
signup,657152c4c2fa0fb93772633fe3bad3d1,67c0ee9e2be6d93625e85fcadba750d5,2013-03-02 11:50:08.970074 UTC
signup,fdee75ec2264e1dfd9b4fae9cf755228,f3fb0171d40c11f36df7a638801c4056,1995-03-23 15:46:53.725201 UTC
signup,e9f87d5f2144958f3ca4a92c15d86192,b00a1f5f2422f2cb44b7cc027284da03,1995-09-17 11:50:27.117168 UTC
signup,2d8d6a4bd279d3d2d86f2838f55bfdf5,de57dd72647ce9341beb64d8dd508bb0,1971-09-15 14:54:01.652275 UTC
signup,7adf1e8d077c2f3a43aa5c70b3b4bdf2,0d661c2ef71c3451688794807f35573a,1977-02-12 07:16:51.145366 UTC
signup,4a54bbb2a62851d2870095925a5f0089,32539e42c542283b33f2cb525d9bb733,1982-03-14 02:36:39.406822 UTC
signup,57c4a0cac622ef157767cacc29cd01ed,7b0b4dedff942a7fe9f0d8aaf2d435d6,1994-12-01 02:40:36.588821 UTC
signup,9c6bd8316f97b39dc17db01083fbbe62,da189927c19d8c06d33ead03c874d1ce,2004-08-03 22:30:11.573169 UTC
signup,c0769c912dcea623a2e83f72c97791f5,1b1fb5f82320f2e05b7386c1844c9eab,1998-01-30 09:52:14.979794 UTC
