name,fingerprint,user_id,created_at
trial,f14bcb707cfe4b48bf6ba75df22fde3d,1680575159498b2ebbf5003f7249eefb,2009-02-21 11:37:24.890151 UTC
trial,f4249a110376d30fd63e34cf5752e7b2,6a0221cece0005d12bdc66770da3318e,2009-08-17 02:48:02.684200 UTC
trial,0f2049edfb5b68bda6110da03d37d861,e762a71c929e7e866eb4b9d904b72369,1981-11-22 04:19:46.458297 UTC
trial,3ba756b71576e0bf71332e8765c8c0f2,532c915d6d06fa435ccc36989e167797,1996-05-09 00:45:31.358536 UTC
trial,5a5e2a816163ec88672d9b991d1f0e3c,8e6d34d08e61b7fd7d74debc7cca8807,1994-01-22 11:10:27.247490 UTC
trial,38b29b35cfab91eff9ae7164dbee2926,811617a2fa0970c883eb98493edc5116,1995-09-10 16:26:43.883652 UTC
trial,4ab5319b9a950b68d752bb109b2a6bf8,93266c71bd2a30f6c62caa4da621b12a,1989-06-10 01:51:08.083943 UTC
trial,a70ac105fa3f7d4349ce83132be2f9e5,a77156ed34270accee99175bc60e9f61,2000-10-26 03:39:57.886212 UTC
trial,3217643fd306d9323dacaf837ca0614f,0731a410c0b6f83e3a874c9a469e4384,1980-11-07 10:46:14.955210 UTC
trial,54c3a8878096bb9a4e6db563bbffa203,cf09935bbcab0416980024e7bab17754,1993-11-06 11:48:37.325245 UTC
trial,5a26de75497c5a3bb216ffd5ab7c0417,edd2a84d3573d0e844d753555ab632c6,1970-04-14 12:11:24.790877 UTC
trial,23bcf74dcad53f4161601325b24865ba,118b41fa49bd6a181b8cbb40bb24da47,2014-11-04 22:34:01.587601 UTC
trial,36fe323059e3504c5a0b738c0f03b347,cc90fdcbad1f1dbcb503bc64619dd4ec,1995-12-05 09:29:20.357196 UTC
trial,81d58f7a9761645a3077a03315172924,d57a3dc3f7a5ccc7503577a5f188b55c,1986-07-04 09:16:13.999839 UTC
trial,d3088750b6206fc8ac82d7f3f342c23f,a58018acae94533302e1f95486f6a91b,1984-03-26 21:38:47.005753 UTC
trial,db50b730ffae702b7453db3546f8d28e,af5ea51aa3ee936293b3fbe6d5088b21,2007-06-01 23:28:42.681498 UTC
trial,4660a832b714ace94cac7c2c5994a275,57fe28d42f22f220ea4151db57fb9e66,2013-09-08 15:52:34.115900 UTC
trial,3a1b6df2365a92184af6f4c5ed46d4ac,10e21ee28f9177b7cc00f231dfffc507,2006-10-07 22:48:31.982153 UTC
trial,ff79df7fdb5879a33c52710f7c2b3d66,aba58e3f4afbd6e348730976116ef023,2010-08-09 00:55:32.749816 UTC
trial,3337a0ffcfd475c4b14f70d83d1c78c6,fdee2528f41ca92e0010149dcc879554,1991-04-13 09:24:37.574388 UTC
trial,813215bd323424b906f0cc781bae48bb,3bb471fa9bcefc9da70aeba394de34f1,2000-10-10 21:15:33.259147 UTC
trial,c54d33e8d8c5689ed89f1ca4b962aeb7,291ac8946a31db2ff7bf3f472015bdf9,2015-05-22 20:25:23.633077 UTC
trial,08f04d5c44efdf4f77e6c08ce8a847e6,01fe62f3cde281a4b9b097ae414332f5,2003-04-15 04:51:43.498994 UTC
trial,cb3e12eed4ef95cff91a48c9f55be70e,6e3abd3dc5f9a84b91c4a32359ba3b2c,2011-02-26 16:06:12.114252 UTC
trial,62b68a8af75a8f31c2aacdddc7f591f1,4bfefba80acddf826b1af05b5bb46b71,1972-04-04 20:46:25.445373 UTC
trial,5bb240697637bee8e09a5a720d937401,767b1e2ed6dfcf18a6dc4bba1cd204d8,1973-10-08 04:22:36.201873 UTC
trial,3c8ded801b345cff3f642b0e59e3543b,efd53b7ff215dc0c7dcd32ac3e1cf603,1990-06-22 05:20:51.968168 UTC
trial,3c9a1663d7be42d6fc9937992dd3296b,7049629a1932f3b4a336f44725333ec2,2022-09-24 00:33:31.284933 UTC
trial,9643bbc88f31d75f26508861869ca3d6,d434884b0f90d31d6e0323c93070accd,1995-07-24 21:19:55.534925 UTC
trial,e02cdafe0b3f519b52ce9b13a45c7091,d72c091acfc43f633a70e07a73dacb9c,2022-10-16 01:10:31.579951 UTC
trial,8c5abcb04ad8a7a27730b61227141961,6c53866783c77d82fcbc0431604394cd,1982-09-16 19:25:59.641871 UTC
trial,5146283f74c94fcdf353dba2e2f3851b,726a5e921d490210e2ce1d06041a9da9,2003-02-06 18:08:56.044098 UTC
trial,64e1db544171aac952cc96e671ce192c,be5299626456fc621470c5032d91bd61,2007-10-27 09:41:26.555393 UTC
trial,d0cf5709f3bd96663d2e67ec07a82b5b,3fdacae10b656d7bf70faa83136e6c6d,2008-03-19 01:04:40.818934 UTC
trial,336f1f51ef09752cb2d842191d765474,fe07b5b2acf4240ed86c7b58c1205087,1986-10-18 12:32:12.991373 UTC
trial,38c01dddecd5b57276305d08376f613e,4c5be5a2f2d1a4070340cbf81e346eee,1981-06-19 09:31:55.420946 UTC
trial,171997b5b26dbed3170092b1a8ee0e8f,8fd35670b884664805f59c299b623b9f,1993-06-25 01:32:05.155446 UTC
trial,a22f58e954dedc70e8d84f75934f3fab,91683a9c86a6cd7daf34abe70b5334f2,2005-07-07 05:05:49.219356 UTC
